date,channel,is_festival,festival_name,uv,orders,gmv,conversion_rate,aov,refund_rate
2024-08-07,短信营销,False,,3451,148,43352.38,0.0429,292.92,0.0722
2024-08-07,微信推文,False,,3859,133,39992.91,0.0345,300.7,0.0685
2024-08-07,私域社群,False,,4504,234,71115.9,0.052,303.91,0.0953
2024-08-07,App自然流量,False,,9186,229,68583.13,0.0249,299.49,0.0799
2024-08-08,线下门店导流,True,周年庆预热,7205,233,98378.16,0.0323,422.22,0.0854
2024-08-08,短信营销,True,周年庆预热,3542,136,53771.62,0.0384,395.38,0.0769
2024-08-08,微信推文,True,周年庆预热,4083,129,49782.94,0.0316,385.91,0.0746
2024-08-08,私域社群,True,周年庆预热,5117,241,91235.67,0.0471,378.57,0.1005
2024-08-08,App自然流量,True,周年庆预热,9864,285,113304.46,0.0289,397.56,0.0875
2024-08-09,线下门店导流,False,,4748,133,54266.7,0.028,408.02,0.0864
2024-08-09,短信营销,False,,2871,107,45387.35,0.0373,424.18,0.0849
2024-08-09,微信推文,False,,3769,125,52619.44,0.0332,420.96,0.0692
2024-08-09,私域社群,False,,4712,191,71682.58,0.0405,375.3,0.0908
2024-08-09,App自然流量,False,,7688,199,88690.31,0.0259,445.68,0.079
2024-08-10,线下门店导流,False,,6026,160,70041.29,0.0266,437.76,0.0663
2024-08-10,短信营销,False,,3491,123,52077.36,0.0352,423.39,0.0634
2024-08-10,微信推文,False,,4257,114,49293.25,0.0268,432.4,0.0996
2024-08-10,私域社群,False,,4722,193,79191.48,0.0409,410.32,0.0894
2024-08-10,App自然流量,False,,8841,216,90799.82,0.0244,420.37,0.1094
2024-08-11,线下门店导流,False,,5318,141,61163.59,0.0265,433.78,0.091
2024-08-11,短信营销,False,,3522,134,55213.86,0.038,412.04,0.0833
2024-08-11,微信推文,False,,4101,140,59954.48,0.0341,428.25,0.0918
2024-08-11,私域社群,False,,4280,194,92315.18,0.0453,475.85,0.065
2024-08-11,App自然流量,False,,7363,179,73883.66,0.0243,412.76,0.1037
2024-08-12,线下门店导流,False,,3983,108,65851.92,0.0271,609.74,0.0696
2024-08-12,短信营销,False,,2579,90,51834.54,0.0349,575.94,0.0674
2024-08-12,微信推文,False,,3173,99,52373.9,0.0312,529.03,0.0895
2024-08-12,私域社群,False,,3492,139,71878.8,0.0398,517.11,0.0976
2024-08-12,App自然流量,False,,5863,133,68405.95,0.0227,514.33,0.0987
2024-08-13,线下门店导流,False,,5086,167,73437.08,0.0328,439.74,0.0705
2024-08-13,短信营销,False,,2829,108,50401.75,0.0382,466.68,0.0705
2024-08-13,微信推文,False,,3565,131,57926.3,0.0367,442.19,0.0818
2024-08-13,私域社群,False,,4180,178,78350.42,0.0426,440.17,0.0693
2024-08-13,App自然流量,False,,7228,203,86058.28,0.0281,423.93,0.0739
2024-08-14,线下门店导流,False,,3845,107,30906.61,0.0278,288.85,0.0841
2024-08-14,短信营销,False,,2427,92,28822.92,0.0379,313.29,0.0911
2024-08-14,微信推文,False,,2937,83,26936.72,0.0283,324.54,0.0866
2024-08-14,私域社群,False,,3800,131,43429.99,0.0345,331.53,0.0726
2024-08-14,App自然流量,False,,5798,129,46137.14,0.0222,357.65,0.075
2024-08-15,线下门店导流,False,,3955,118,37901.73,0.0298,321.2,0.0838
2024-08-15,短信营销,False,,2580,101,29772.82,0.0391,294.78,0.0719
2024-08-15,微信推文,False,,3218,111,28855.85,0.0345,259.96,0.0757
2024-08-15,私域社群,False,,3312,143,44318.59,0.0432,309.92,0.0769
2024-08-15,App自然流量,False,,5583,152,48345.24,0.0272,318.06,0.0906
2024-08-16,线下门店导流,False,,4984,157,45515.62,0.0315,289.91,0.0716
2024-08-16,短信营销,False,,2815,102,29079.5,0.0362,285.09,0.0628
2024-08-16,微信推文,False,,2863,94,27184.74,0.0328,289.2,0.0621
2024-08-16,私域社群,False,,3663,150,45940.55,0.041,306.27,0.0733
2024-08-16,App自然流量,False,,7772,214,59418.92,0.0275,277.66,0.082
2024-08-17,线下门店导流,False,,6252,189,52635.45,0.0302,278.49,0.0714
2024-08-17,短信营销,False,,3684,157,49812.67,0.0426,317.28,0.0866
2024-08-17,微信推文,False,,4250,145,34670.38,0.0341,239.11,0.0482
2024-08-17,私域社群,False,,5228,266,73941.98,0.0509,277.98,0.1038
2024-08-17,App自然流量,False,,9167,246,68777.96,0.0268,279.59,0.0651
2024-08-18,线下门店导流,False,,5446,174,44398.74,0.032,255.17,0.0635
2024-08-18,短信营销,False,,3092,127,37654.03,0.0411,296.49,0.0877
2024-08-18,微信推文,False,,4508,161,45324.39,0.0357,281.52,0.064
2024-08-18,私域社群,False,,4446,219,61262.75,0.0493,279.74,0.0872
2024-08-18,App自然流量,False,,9356,254,77832.11,0.0271,306.43,0.0793
2024-08-19,线下门店导流,False,,3903,119,28246.72,0.0305,237.37,0.0761
2024-08-19,短信营销,False,,2347,89,20237.06,0.0379,227.38,0.0999
2024-08-19,微信推文,False,,2888,97,22084.6,0.0336,227.68,0.081
2024-08-19,私域社群,False,,4279,159,37823.31,0.0372,237.88,0.0949
2024-08-19,App自然流量,False,,5554,143,28001.47,0.0257,195.81,0.0868
2024-08-20,线下门店导流,False,,4192,135,34633.14,0.0322,256.54,0.0813
2024-08-20,短信营销,False,,2266,78,19541.76,0.0344,250.54,0.0648
2024-08-20,微信推文,False,,2766,95,23892.02,0.0343,251.49,0.0846
2024-08-20,私域社群,False,,3609,150,33088.51,0.0416,220.59,0.0873
2024-08-20,App自然流量,False,,6061,146,35406.41,0.0241,242.51,0.1089
2024-08-21,线下门店导流,False,,4437,130,57015.9,0.0293,438.58,0.0937
2024-08-21,短信营销,False,,3292,113,53815.25,0.0343,476.24,0.0539
2024-08-21,微信推文,False,,3994,153,67960.31,0.0383,444.19,0.0699
2024-08-21,私域社群,False,,4018,171,67322.93,0.0426,393.7,0.0803
2024-08-21,App自然流量,False,,7239,214,100566.55,0.0296,469.94,0.0895
2024-08-22,线下门店导流,False,,6017,220,94556.58,0.0366,429.8,0.0792
2024-08-22,短信营销,False,,3452,144,64624.06,0.0417,448.78,0.0791
2024-08-22,微信推文,False,,3871,143,60932.78,0.0369,426.1,0.0799
2024-08-22,私域社群,False,,4297,193,85365.71,0.0449,442.31,0.0664
2024-08-22,App自然流量,False,,8357,229,99659.41,0.0274,435.19,0.0633
2024-08-23,线下门店导流,False,,6331,202,81131.31,0.0319,401.64,0.0728
2024-08-23,短信营销,False,,3625,140,63259.1,0.0386,451.85,0.0866
2024-08-23,微信推文,False,,3987,143,62066.27,0.0359,434.03,0.0697
2024-08-23,私域社群,False,,4529,186,80977.21,0.0411,435.36,0.0773
2024-08-23,App自然流量,False,,8067,215,94697.78,0.0267,440.45,0.0509
2024-08-24,线下门店导流,False,,5813,138,70983.19,0.0237,514.37,0.079
2024-08-24,短信营销,False,,3300,111,55877.04,0.0336,503.4,0.095
2024-08-24,微信推文,False,,3610,105,47366.09,0.0291,451.11,0.0535
2024-08-24,私域社群,False,,4438,166,82922.98,0.0374,499.54,0.0798
2024-08-24,App自然流量,False,,7062,153,79321.65,0.0217,518.44,0.0774
2024-08-25,线下门店导流,False,,5017,142,71524.69,0.0283,503.69,0.0847
2024-08-25,短信营销,False,,2516,87,49716.24,0.0346,571.45,0.1064
2024-08-25,微信推文,False,,3162,90,43518.06,0.0285,483.53,0.0863
2024-08-25,私域社群,False,,4061,157,78175.27,0.0387,497.93,0.0902
2024-08-25,App自然流量,False,,7744,190,104573.36,0.0245,550.39,0.0937
2024-08-26,线下门店导流,False,,3775,109,54183.41,0.0289,497.1,0.0787
2024-08-26,短信营销,False,,2645,102,56368.32,0.0386,552.63,0.0793
2024-08-26,微信推文,False,,2996,108,57403.88,0.036,531.52,0.1152
2024-08-26,私域社群,False,,3458,143,66039.35,0.0414,461.81,0.0855
2024-08-26,App自然流量,False,,6355,163,86464.77,0.0256,530.46,0.0891
2024-08-27,线下门店导流,False,,4048,125,46018.39,0.0309,368.15,0.0939
2024-08-27,短信营销,False,,2319,90,31276.75,0.0388,347.52,0.0778
2024-08-27,微信推文,False,,2870,102,33665.77,0.0355,330.06,0.0678
2024-08-27,私域社群,False,,3494,166,53813.38,0.0475,324.18,0.0997
2024-08-27,App自然流量,False,,5987,165,57046.18,0.0276,345.73,0.0884
2024-08-28,线下门店导流,False,,4347,139,44114.22,0.032,317.37,0.1112
2024-08-28,短信营销,False,,2603,97,33200.93,0.0373,342.28,0.0834
2024-08-28,微信推文,False,,3105,93,35885.04,0.03,385.86,0.087
2024-08-28,私域社群,False,,3581,160,54544.53,0.0447,340.9,0.0769
2024-08-28,App自然流量,False,,5733,150,57492.22,0.0262,383.28,0.0807
2024-08-29,线下门店导流,False,,5116,168,69006.67,0.0328,410.75,0.08
2024-08-29,短信营销,False,,3206,139,53073.71,0.0434,381.83,0.0844
2024-08-29,微信推文,False,,3649,135,58029.86,0.037,429.85,0.0733
2024-08-29,私域社群,False,,3872,187,75235.86,0.0483,402.33,0.0676
2024-08-29,App自然流量,False,,7376,235,86510.3,0.0319,368.13,0.0621
2024-08-30,线下门店导流,False,,5720,180,77228.54,0.0315,429.05,0.1028
2024-08-30,短信营销,False,,3396,122,49326.92,0.0359,404.32,0.0901
2024-08-30,微信推文,False,,3957,126,58283.43,0.0318,462.57,0.0941
2024-08-30,私域社群,False,,5049,214,89945.11,0.0424,420.3,0.0702
2024-08-30,App自然流量,False,,8938,247,104063.64,0.0276,421.31,0.0569
2024-08-31,线下门店导流,False,,6071,171,75229.69,0.0282,439.94,0.0592
2024-08-31,短信营销,False,,3388,120,59395.62,0.0354,494.96,0.1022
2024-08-31,微信推文,False,,4199,133,60547.84,0.0317,455.25,0.0854
2024-08-31,私域社群,False,,4994,211,92860.21,0.0423,440.1,0.0699
2024-08-31,App自然流量,False,,8655,246,104750.63,0.0284,425.82,0.1083
2024-09-01,线下门店导流,False,,5030,160,68706.88,0.0318,429.42,0.0773
2024-09-01,短信营销,False,,3447,154,68973.15,0.0447,447.88,0.0673
2024-09-01,微信推文,False,,3971,164,75804.02,0.0413,462.22,0.0788
2024-09-01,私域社群,False,,4810,210,93793.07,0.0437,446.63,0.0891
2024-09-01,App自然流量,False,,7217,211,89782.84,0.0292,425.51,0.0594
2024-09-02,线下门店导流,False,,4943,196,81269.6,0.0397,414.64,0.061
2024-09-02,短信营销,False,,3042,144,58916.67,0.0473,409.14,0.0796
2024-09-02,微信推文,False,,4610,192,77671.59,0.0416,404.54,0.0737
2024-09-02,私域社群,False,,3916,195,77418.83,0.0498,397.02,0.0862
2024-09-02,App自然流量,False,,8031,234,98610.41,0.0291,421.41,0.0586
2024-09-03,线下门店导流,False,,6153,196,75801.59,0.0319,386.74,0.0946
2024-09-03,短信营销,False,,4189,182,72049.08,0.0434,395.87,0.0815
2024-09-03,微信推文,False,,3938,159,70717.95,0.0404,444.77,0.074
2024-09-03,私域社群,False,,5179,248,89957.85,0.0479,362.73,0.0593
2024-09-03,App自然流量,False,,8779,277,108080.94,0.0316,390.18,0.0951
2024-09-04,线下门店导流,False,,5206,151,58991.39,0.029,390.67,0.0688
2024-09-04,短信营销,False,,3013,129,49059.87,0.0428,380.31,0.0821
2024-09-04,微信推文,False,,4212,144,54203.11,0.0342,376.41,0.0869
2024-09-04,私域社群,False,,4550,215,77582.0,0.0473,360.85,0.0758
2024-09-04,App自然流量,False,,8218,241,91812.28,0.0293,380.96,0.1063
2024-09-05,线下门店导流,False,,5116,153,49799.85,0.0299,325.49,0.0824
2024-09-05,短信营销,False,,3118,128,44527.0,0.0411,347.87,0.0679
2024-09-05,微信推文,False,,3473,116,37179.92,0.0334,320.52,0.0899
2024-09-05,私域社群,False,,3655,157,42951.77,0.043,273.58,0.0747
2024-09-05,App自然流量,False,,7092,191,62046.69,0.0269,324.85,0.0922
2024-09-06,线下门店导流,False,,5570,172,49404.42,0.0309,287.23,0.093
2024-09-06,短信营销,False,,3462,125,34988.17,0.0361,279.91,0.0942
2024-09-06,微信推文,False,,3797,135,35942.04,0.0356,266.24,0.0873
2024-09-06,私域社群,False,,4884,222,66603.24,0.0455,300.01,0.0728
2024-09-06,App自然流量,False,,7759,219,61525.53,0.0282,280.94,0.0854
2024-09-07,线下门店导流,False,,5593,178,51819.54,0.0318,291.12,0.0768
2024-09-07,短信营销,False,,3369,139,40170.35,0.0413,289.0,0.0663
2024-09-07,微信推文,False,,4116,128,40357.75,0.0311,315.29,0.0603
2024-09-07,私域社群,False,,4416,193,52060.89,0.0437,269.75,0.0852
2024-09-07,App自然流量,False,,6636,169,57659.1,0.0255,341.18,0.0756
2024-09-08,线下门店导流,False,,5419,146,34279.99,0.0269,234.79,0.0931
2024-09-08,短信营销,False,,3130,109,31069.44,0.0348,285.04,0.0894
2024-09-08,微信推文,False,,3615,107,30636.77,0.0296,286.32,0.081
2024-09-08,私域社群,False,,4410,153,45167.69,0.0347,295.21,0.0989
2024-09-08,App自然流量,False,,7242,160,44411.34,0.0221,277.57,0.0704
2024-09-09,线下门店导流,True,金秋焕新节,4617,116,36543.54,0.0251,315.03,0.0969
2024-09-09,短信营销,True,金秋焕新节,2560,80,23155.25,0.0312,289.44,0.0791
