campaign_id,brand,category,sub_category,sku_id,product_name,campaign_type,start_date,end_date,duration_days,base_price,final_price,discount_rate,stock_qty,uv,ctr,conversion_rate,orders,gmv,sell_through_rate,refund_rate,overpriced_flag,weak_listing_flag
CAMP00001,耐克,运动户外,瑜伽服,耐克_0038,耐克新季瑜伽服,常规场次,2024-07-06,2024-07-10,4,1236.0,980.7,0.207,65,83,0.3991,0.0705,5,4903.43,0.0769,0.0792,False,False
CAMP00001,耐克,运动户外,速干T恤,耐克_0001,耐克轻氧速干T恤,常规场次,2024-07-06,2024-07-10,4,250.0,217.9,0.222,130,31,0.3332,0.0218,0,0.0,0.0,0.0835,True,False
CAMP00001,耐克,运动户外,羽绒服,耐克_0044,耐克透气羽绒服,常规场次,2024-07-06,2024-07-10,4,891.0,782.9,0.121,182,164,0.3548,0.0573,9,7046.05,0.0495,0.077,False,False
CAMP00001,耐克,运动户外,泳装,耐克_0087,耐克复古泳装,常规场次,2024-07-06,2024-07-10,4,574.0,441.3,0.231,472,980,0.3053,0.034,33,14562.92,0.0699,0.0606,False,False
CAMP00001,耐克,运动户外,速干T恤,耐克_0080,耐克光感速干T恤,常规场次,2024-07-06,2024-07-10,4,724.0,592.3,0.182,109,59,0.2006,0.052,3,1776.76,0.0275,0.1041,False,True
CAMP00001,耐克,运动户外,运动裤,耐克_0011,耐克复古运动裤,常规场次,2024-07-06,2024-07-10,4,434.0,366.7,0.155,342,42,0.2924,0.0519,2,733.48,0.0058,0.104,False,False
CAMP00001,耐克,运动户外,运动背包,耐克_0045,耐克暖阳运动背包,常规场次,2024-07-06,2024-07-10,4,478.0,422.7,0.21,443,46,0.2768,0.0204,0,0.0,0.0,0.1078,True,False
CAMP00001,耐克,运动户外,泳装,耐克_0033,耐克光感泳装,常规场次,2024-07-06,2024-07-10,4,1226.0,922.9,0.247,331,213,0.333,0.0587,12,11075.2,0.0363,0.0931,False,False
CAMP00001,耐克,运动户外,羽绒服,耐克_0055,耐克新季羽绒服,常规场次,2024-07-06,2024-07-10,4,238.0,195.8,0.177,442,1356,0.2847,0.0538,72,14101.05,0.1629,0.0669,False,False
CAMP00001,耐克,运动户外,运动背包,耐克_0026,耐克耐磨运动背包,常规场次,2024-07-06,2024-07-10,4,620.0,534.7,0.138,219,52,0.2782,0.0572,2,1069.38,0.0091,0.1034,False,False
CAMP00001,耐克,运动户外,瑜伽服,耐克_0077,耐克轻氧瑜伽服,常规场次,2024-07-06,2024-07-10,4,280.0,241.4,0.138,219,39,0.368,0.0719,2,482.81,0.0091,0.0769,False,False
CAMP00001,耐克,运动户外,瑜伽服,耐克_0041,耐克新季瑜伽服,常规场次,2024-07-06,2024-07-10,4,361.0,276.1,0.235,777,52,0.3153,0.0567,2,552.22,0.0026,0.0594,False,False
CAMP00001,耐克,运动户外,登山鞋,耐克_0017,耐克经典登山鞋,常规场次,2024-07-06,2024-07-10,4,903.0,759.7,0.159,426,10,0.3276,0.0514,0,0.0,0.0,0.0844,False,False
CAMP00001,耐克,运动户外,运动裤,耐克_0043,耐克微风运动裤,常规场次,2024-07-06,2024-07-10,4,539.0,433.1,0.196,477,17,0.3336,0.0526,0,0.0,0.0,0.0851,False,False
CAMP00001,耐克,运动户外,运动裤,耐克_0028,耐克暖阳运动裤,常规场次,2024-07-06,2024-07-10,4,723.0,611.8,0.154,477,10,0.3679,0.0502,0,0.0,0.0,0.083,False,False
CAMP00001,耐克,运动户外,登山鞋,耐克_0088,耐克百搭登山鞋,常规场次,2024-07-06,2024-07-10,4,873.0,672.7,0.229,458,1264,0.2837,0.0395,49,32961.21,0.107,0.0888,False,False
CAMP00001,耐克,运动户外,冲锋衣,耐克_0070,耐克百搭冲锋衣,常规场次,2024-07-06,2024-07-10,4,351.0,274.2,0.219,310,1248,0.2985,0.0554,69,18921.36,0.2226,0.0751,False,False
CAMP00001,耐克,运动户外,登山鞋,耐克_0069,耐克减震登山鞋,常规场次,2024-07-06,2024-07-10,4,1096.0,894.9,0.183,185,2387,0.39,0.0565,134,119919.15,0.7243,0.0856,False,False
CAMP00001,耐克,运动户外,登山鞋,耐克_0075,耐克光感登山鞋,常规场次,2024-07-06,2024-07-10,4,790.0,674.2,0.147,397,536,0.3247,0.0564,30,20226.66,0.0756,0.0754,False,False
CAMP00001,耐克,运动户外,登山鞋,耐克_0086,耐克云感登山鞋,常规场次,2024-07-06,2024-07-10,4,446.0,322.6,0.277,62,45,0.3576,0.0662,2,645.14,0.0323,0.0693,False,False
CAMP00001,耐克,运动户外,冲锋衣,耐克_0058,耐克极简冲锋衣,常规场次,2024-07-06,2024-07-10,4,931.0,773.8,0.169,269,159,0.2782,0.0502,7,5416.71,0.026,0.0592,False,False
CAMP00001,耐克,运动户外,运动裤,耐克_0003,耐克云感运动裤,常规场次,2024-07-06,2024-07-10,4,583.0,516.1,0.115,191,13,0.3523,0.0756,0,0.0,0.0,0.0444,False,False
CAMP00001,耐克,运动户外,训练鞋,耐克_0006,耐克微风训练鞋,常规场次,2024-07-06,2024-07-10,4,600.0,429.7,0.284,124,108,0.4219,0.0544,5,2148.45,0.0403,0.0714,False,False
CAMP00001,耐克,运动户外,速干T恤,耐克_0024,耐克透气速干T恤,常规场次,2024-07-06,2024-07-10,4,874.0,738.1,0.155,172,3712,0.3047,0.0552,204,150576.88,1.0,0.0425,False,False
CAMP00002,耐克,运动户外,运动背包,耐克_0022,耐克微风运动背包,常规场次,2024-07-14,2024-07-21,7,967.0,746.6,0.228,267,59,0.1551,0.0277,1,746.63,0.0037,0.0879,False,True
CAMP00002,耐克,运动户外,登山鞋,耐克_0056,耐克限定登山鞋,常规场次,2024-07-14,2024-07-21,7,1000.0,766.1,0.234,122,444,0.1835,0.0308,13,9959.3,0.1066,0.1194,False,True
CAMP00002,耐克,运动户外,瑜伽服,耐克_0071,耐克轻量瑜伽服,常规场次,2024-07-14,2024-07-21,7,560.0,487.5,0.129,38,1742,0.3603,0.0791,137,66791.36,1.0,0.0446,False,False
CAMP00002,耐克,运动户外,运动背包,耐克_0073,耐克限定运动背包,常规场次,2024-07-14,2024-07-21,7,282.0,216.0,0.234,466,855,0.2538,0.0348,29,6263.4,0.0622,0.0753,False,False
CAMP00002,耐克,运动户外,运动背包,耐克_0002,耐克新季运动背包,常规场次,2024-07-14,2024-07-21,7,996.0,842.0,0.155,196,1283,0.3128,0.0509,65,54726.93,0.3316,0.0828,False,False
CAMP00002,耐克,运动户外,羽绒服,耐克_0027,耐克科技感羽绒服,常规场次,2024-07-14,2024-07-21,7,320.0,286.2,0.105,569,1711,0.3162,0.061,104,29769.06,0.1828,0.1056,False,False
CAMP00002,耐克,运动户外,运动裤,耐克_0043,耐克微风运动裤,常规场次,2024-07-14,2024-07-21,7,539.0,393.4,0.27,357,1616,0.2939,0.0583,94,36978.01,0.2633,0.0634,False,False
CAMP00002,耐克,运动户外,泳装,耐克_0079,耐克轻氧泳装,常规场次,2024-07-14,2024-07-21,7,887.0,752.6,0.152,247,2517,0.3365,0.0467,117,88054.85,0.4737,0.0407,False,False
CAMP00002,耐克,运动户外,户外凉鞋,耐克_0078,耐克都市户外凉鞋,常规场次,2024-07-14,2024-07-21,7,957.0,710.8,0.257,179,979,0.3288,0.0623,60,42650.25,0.3352,0.0514,False,False
CAMP00002,耐克,运动户外,瑜伽服,耐克_0072,耐克极简瑜伽服,常规场次,2024-07-14,2024-07-21,7,268.0,223.7,0.165,137,286,0.3249,0.0583,16,3578.97,0.1168,0.0844,False,False
CAMP00002,耐克,运动户外,训练鞋,耐克_0040,耐克百搭训练鞋,常规场次,2024-07-14,2024-07-21,7,316.0,241.8,0.235,453,3773,0.1272,0.0261,98,23699.71,0.2163,0.1001,False,True
CAMP00002,耐克,运动户外,运动背包,耐克_0050,耐克云感运动背包,常规场次,2024-07-14,2024-07-21,7,642.0,545.9,0.15,130,2015,0.2793,0.049,98,53496.85,0.7538,0.1134,False,False
CAMP00002,耐克,运动户外,冲锋衣,耐克_0010,耐克复古冲锋衣,常规场次,2024-07-14,2024-07-21,7,220.0,189.6,0.138,607,527,0.3291,0.0368,19,3601.51,0.0313,0.0909,False,False
CAMP00002,耐克,运动户外,运动裤,耐克_0011,耐克复古运动裤,常规场次,2024-07-14,2024-07-21,7,434.0,316.1,0.272,678,296,0.3022,0.0575,17,5374.43,0.0251,0.0709,False,False
CAMP00002,耐克,运动户外,户外凉鞋,耐克_0074,耐克经典户外凉鞋,常规场次,2024-07-14,2024-07-21,7,622.0,443.0,0.288,56,10,0.3334,0.0712,0,0.0,0.0,0.0703,False,False
CAMP00002,耐克,运动户外,羽绒服,耐克_0044,耐克透气羽绒服,常规场次,2024-07-14,2024-07-21,7,891.0,654.0,0.266,470,672,0.2742,0.0429,28,18312.24,0.0596,0.0579,False,False
CAMP00002,耐克,运动户外,运动裤,耐克_0003,耐克云感运动裤,常规场次,2024-07-14,2024-07-21,7,583.0,457.3,0.216,292,712,0.3738,0.0525,37,16921.77,0.1267,0.0616,False,False
CAMP00002,耐克,运动户外,训练鞋,耐克_0032,耐克百搭训练鞋,常规场次,2024-07-14,2024-07-21,7,370.0,321.5,0.131,633,371,0.3093,0.0497,18,5786.39,0.0284,0.0496,False,False
CAMP00002,耐克,运动户外,泳装,耐克_0049,耐克云感泳装,常规场次,2024-07-14,2024-07-21,7,498.0,399.0,0.285,519,260,0.3264,0.0264,6,2393.73,0.0116,0.133,True,False
CAMP00002,耐克,运动户外,运动背包,耐克_0045,耐克暖阳运动背包,常规场次,2024-07-14,2024-07-21,7,478.0,420.4,0.215,184,2007,0.3033,0.0205,41,17235.72,0.2228,0.0857,True,False
CAMP00002,耐克,运动户外,瑜伽服,耐克_0009,耐克耐磨瑜伽服,常规场次,2024-07-14,2024-07-21,7,810.0,607.1,0.25,343,1337,0.165,0.027,36,21856.52,0.105,0.1228,False,True
CAMP00002,耐克,运动户外,速干T恤,耐克_0080,耐克光感速干T恤,常规场次,2024-07-14,2024-07-21,7,724.0,516.0,0.287,289,663,0.201,0.0453,30,15481.38,0.1038,0.1156,False,True
CAMP00002,耐克,运动户外,瑜伽服,耐克_0052,耐克百搭瑜伽服,常规场次,2024-07-14,2024-07-21,7,767.0,601.7,0.3,363,28,0.2169,0.0202,0,0.0,0.0,0.1456,True,True
CAMP00002,耐克,运动户外,户外凉鞋,耐克_0083,耐克暖阳户外凉鞋,常规场次,2024-07-14,2024-07-21,7,962.0,692.6,0.28,505,124,0.318,0.0449,5,3462.84,0.0099,0.047,False,False
CAMP00002,耐克,运动户外,运动背包,耐克_0026,耐克耐磨运动背包,常规场次,2024-07-14,2024-07-21,7,620.0,548.6,0.115,66,4752,0.3384,0.0742,352,193094.85,1.0,0.0537,False,False
CAMP00002,耐克,运动户外,羽绒服,耐克_0035,耐克经典羽绒服,常规场次,2024-07-14,2024-07-21,7,541.0,542.7,0.104,406,19,0.2823,0.0182,0,0.0,0.0,0.1056,True,False
CAMP00002,耐克,运动户外,登山鞋,耐克_0088,耐克百搭登山鞋,常规场次,2024-07-14,2024-07-21,7,873.0,756.3,0.134,480,10,0.2525,0.0473,0,0.0,0.0,0.0886,False,False
CAMP00002,耐克,运动户外,冲锋衣,耐克_0065,耐克极简冲锋衣,常规场次,2024-07-14,2024-07-21,7,745.0,592.2,0.205,257,101,0.4044,0.0691,6,3553.49,0.0233,0.0789,False,False
CAMP00002,耐克,运动户外,冲锋衣,耐克_0070,耐克百搭冲锋衣,常规场次,2024-07-14,2024-07-21,7,351.0,315.7,0.101,462,159,0.3186,0.0494,7,2209.64,0.0152,0.0623,False,False
CAMP00002,耐克,运动户外,训练鞋,耐克_0012,耐克新季训练鞋,常规场次,2024-07-14,2024-07-21,7,235.0,236.2,0.102,329,380,0.2903,0.0161,6,1417.45,0.0182,0.1194,True,False
CAMP00002,耐克,运动户外,瑜伽服,耐克_0041,耐克新季瑜伽服,常规场次,2024-07-14,2024-07-21,7,361.0,301.9,0.164,111,17,0.3758,0.0581,0,0.0,0.0,0.0876,False,False
CAMP00002,耐克,运动户外,羽绒服,耐克_0042,耐克微风羽绒服,常规场次,2024-07-14,2024-07-21,7,323.0,290.4,0.101,546,10,0.2876,0.0567,0,0.0,0.0,0.0646,False,False
CAMP00002,耐克,运动户外,训练鞋,耐克_0060,耐克耐磨训练鞋,常规场次,2024-07-14,2024-07-21,7,1178.0,890.5,0.244,187,10,0.2871,0.0546,0,0.0,0.0,0.083,False,False
CAMP00003,耐克,运动户外,登山鞋,耐克_0059,耐克轻量登山鞋,常规场次,2024-08-13,2024-08-18,5,352.0,273.9,0.222,363,2913,0.2444,0.0287,83,22737.47,0.2287,0.0676,False,False
CAMP00003,耐克,运动户外,泳装,耐克_0079,耐克轻氧泳装,常规场次,2024-08-13,2024-08-18,5,887.0,678.0,0.236,79,116,0.3313,0.0563,6,4068.14,0.0759,0.0841,False,False
CAMP00003,耐克,运动户外,户外凉鞋,耐克_0054,耐克透气户外凉鞋,常规场次,2024-08-13,2024-08-18,5,692.0,498.6,0.279,419,392,0.2035,0.032,12,5983.3,0.0286,0.0763,False,True
CAMP00003,耐克,运动户外,速干T恤,耐克_0085,耐克复古速干T恤,常规场次,2024-08-13,2024-08-18,5,667.0,581.2,0.129,148,577,0.2892,0.0562,32,18597.9,0.2162,0.0584,False,False
CAMP00003,耐克,运动户外,运动裤,耐克_0051,耐克复古运动裤,常规场次,2024-08-13,2024-08-18,5,551.0,468.9,0.149,267,180,0.3419,0.0572,10,4689.22,0.0375,0.0742,False,False
CAMP00003,耐克,运动户外,泳装,耐克_0023,耐克复古泳装,常规场次,2024-08-13,2024-08-18,5,622.0,513.1,0.264,60,41,0.4235,0.0258,1,513.06,0.0167,0.1377,True,False
CAMP00003,耐克,运动户外,运动背包,耐克_0068,耐克防滑运动背包,常规场次,2024-08-13,2024-08-18,5,656.0,470.9,0.282,469,1391,0.2988,0.0479,66,31077.13,0.1407,0.0661,False,False
CAMP00003,耐克,运动户外,户外凉鞋,耐克_0083,耐克暖阳户外凉鞋,常规场次,2024-08-13,2024-08-18,5,962.0,864.0,0.102,409,10,0.3148,0.0455,0,0.0,0.0,0.0803,False,False
CAMP00003,耐克,运动户外,登山鞋,耐克_0086,耐克云感登山鞋,常规场次,2024-08-13,2024-08-18,5,446.0,354.1,0.206,672,187,0.3659,0.0748,13,4603.08,0.0193,0.0578,False,False
CAMP00003,耐克,运动户外,运动裤,耐克_0043,耐克微风运动裤,常规场次,2024-08-13,2024-08-18,5,539.0,431.6,0.199,47,10,0.3433,0.0659,0,0.0,0.0,0.0691,False,False
CAMP00003,耐克,运动户外,运动裤,耐克_0031,耐克极简运动裤,常规场次,2024-08-13,2024-08-18,5,383.0,299.6,0.218,124,176,0.3016,0.0605,10,2995.78,0.0806,0.0732,False,False
CAMP00003,耐克,运动户外,速干T恤,耐克_0005,耐克科技感速干T恤,常规场次,2024-08-13,2024-08-18,5,362.0,305.0,0.248,103,777,0.2927,0.027,20,6100.71,0.1942,0.1421,True,False
CAMP00003,耐克,运动户外,瑜伽服,耐克_0089,耐克耐磨瑜伽服,常规场次,2024-08-13,2024-08-18,5,823.0,615.8,0.252,274,160,0.2794,0.0404,6,3694.52,0.0219,0.066,False,False
CAMP00003,耐克,运动户外,冲锋衣,耐克_0058,耐克极简冲锋衣,常规场次,2024-08-13,2024-08-18,5,931.0,698.1,0.25,373,10,0.2268,0.0386,0,0.0,0.0,0.0793,False,False
CAMP00003,耐克,运动户外,训练鞋,耐克_0032,耐克百搭训练鞋,常规场次,2024-08-13,2024-08-18,5,370.0,285.6,0.228,384,88,0.3091,0.0589,5,1427.84,0.013,0.0722,False,False
CAMP00003,耐克,运动户外,户外凉鞋,耐克_0037,耐克轻量户外凉鞋,常规场次,2024-08-13,2024-08-18,5,1113.0,916.2,0.177,160,15,0.2233,0.04,0,0.0,0.0,0.0692,False,False
CAMP00003,耐克,运动户外,瑜伽服,耐克_0077,耐克轻氧瑜伽服,常规场次,2024-08-13,2024-08-18,5,280.0,244.4,0.127,452,278,0.3503,0.0642,17,4154.31,0.0376,0.0765,False,False
CAMP00003,耐克,运动户外,羽绒服,耐克_0035,耐克经典羽绒服,常规场次,2024-08-13,2024-08-18,5,541.0,533.6,0.119,342,144,0.2538,0.0159,2,1067.22,0.0058,0.1141,True,False
CAMP00003,耐克,运动户外,登山鞋,耐克_0017,耐克经典登山鞋,常规场次,2024-08-13,2024-08-18,5,903.0,767.0,0.151,153,10,0.3238,0.0547,0,0.0,0.0,0.0634,False,False
CAMP00003,耐克,运动户外,运动背包,耐克_0014,耐克轻氧运动背包,常规场次,2024-08-13,2024-08-18,5,865.0,612.5,0.292,420,745,0.2776,0.0475,35,21438.79,0.0833,0.0674,False,False
CAMP00003,耐克,运动户外,羽绒服,耐克_0016,耐克百搭羽绒服,常规场次,2024-08-13,2024-08-18,5,615.0,601.8,0.126,304,333,0.3028,0.0263,8,4814.12,0.0263,0.1045,True,False
CAMP00003,耐克,运动户外,户外凉鞋,耐克_0078,耐克都市户外凉鞋,常规场次,2024-08-13,2024-08-18,5,957.0,839.9,0.122,145,10,0.2593,0.0482,0,0.0,0.0,0.1025,False,False
CAMP00003,耐克,运动户外,速干T恤,耐克_0025,耐克复古速干T恤,常规场次,2024-08-13,2024-08-18,5,533.0,452.1,0.243,66,263,0.3175,0.0251,6,2712.85,0.0909,0.0912,True,False
CAMP00003,耐克,运动户外,速干T恤,耐克_0004,耐克复古速干T恤,常规场次,2024-08-13,2024-08-18,5,547.0,429.4,0.215,300,10,0.3643,0.0684,0,0.0,0.0,0.0707,False,False
CAMP00003,耐克,运动户外,羽绒服,耐克_0042,耐克微风羽绒服,常规场次,2024-08-13,2024-08-18,5,323.0,261.5,0.19,708,150,0.2881,0.0445,6,1568.86,0.0085,0.094,False,False
CAMP00003,耐克,运动户外,运动裤,耐克_0028,耐克暖阳运动裤,常规场次,2024-08-13,2024-08-18,5,723.0,521.7,0.278,208,1877,0.3293,0.0539,101,52695.32,0.4856,0.0769,False,False
CAMP00003,耐克,运动户外,登山鞋,耐克_0034,耐克光感登山鞋,常规场次,2024-08-13,2024-08-18,5,323.0,314.7,0.13,166,1973,0.2874,0.0247,48,15107.74,0.2892,0.1234,True,False
CAMP00003,耐克,运动户外,瑜伽服,耐克_0052,耐克百搭瑜伽服,常规场次,2024-08-13,2024-08-18,5,767.0,723.1,0.158,269,306,0.1922,0.0201,6,4338.42,0.0223,0.1075,True,True
CAMP00003,耐克,运动户外,运动背包,耐克_0064,耐克复古运动背包,常规场次,2024-08-13,2024-08-18,5,667.0,552.8,0.26,189,523,0.3241,0.0205,10,5528.26,0.0529,0.1121,True,False
CAMP00003,耐克,运动户外,训练鞋,耐克_0012,耐克新季训练鞋,常规场次,2024-08-13,2024-08-18,5,235.0,208.7,0.207,59,80,0.2767,0.0185,1,208.72,0.0169,0.1101,True,False
CAMP00003,耐克,运动户外,速干T恤,耐克_0020,耐克光感速干T恤,常规场次,2024-08-13,2024-08-18,5,735.0,617.4,0.25,277,243,0.3417,0.025,6,3704.32,0.0217,0.1001,True,False
CAMP00003,耐克,运动户外,运动背包,耐克_0050,耐克云感运动背包,常规场次,2024-08-13,2024-08-18,5,642.0,502.3,0.218,458,10,0.3454,0.0543,0,0.0,0.0,0.0548,False,False
CAMP00003,耐克,运动户外,运动背包,耐克_0073,耐克限定运动背包,常规场次,2024-08-13,2024-08-18,5,282.0,242.8,0.139,200,1246,0.2225,0.0332,41,9952.97,0.205,0.062,False,False
CAMP00003,耐克,运动户外,羽绒服,耐克_0044,耐克透气羽绒服,常规场次,2024-08-13,2024-08-18,5,891.0,783.2,0.121,308,942,0.3076,0.0524,49,38378.37,0.1591,0.0844,False,False
CAMP00003,耐克,运动户外,瑜伽服,耐克_0041,耐克新季瑜伽服,常规场次,2024-08-13,2024-08-18,5,361.0,323.8,0.103,291,30,0.3491,0.0562,1,323.84,0.0034,0.0481,False,False
CAMP00003,耐克,运动户外,登山鞋,耐克_0088,耐克百搭登山鞋,常规场次,2024-08-13,2024-08-18,5,873.0,728.6,0.165,48,182,0.2344,0.0375,6,4371.76,0.125,0.0552,False,False
CAMP00003,耐克,运动户外,泳装,耐克_0087,耐克复古泳装,常规场次,2024-08-13,2024-08-18,5,574.0,466.5,0.187,157,1006,0.2557,0.0466,46,21460.91,0.293,0.0687,False,False
CAMP00003,耐克,运动户外,运动背包,耐克_0036,耐克暖阳运动背包,常规场次,2024-08-13,2024-08-18,5,405.0,346.6,0.236,136,1964,0.1221,0.013,25,8665.74,0.1838,0.1126,True,True
CAMP00003,耐克,运动户外,瑜伽服,耐克_0071,耐克轻量瑜伽服,常规场次,2024-08-13,2024-08-18,5,560.0,418.9,0.252,298,36,0.3136,0.0682,2,837.79,0.0067,0.068,False,False
CAMP00003,耐克,运动户外,登山鞋,耐克_0069,耐克减震登山鞋,常规场次,2024-08-13,2024-08-18,5,1096.0,928.2,0.153,266,10,0.3676,0.0767,0,0.0,0.0,0.1014,False,False
CAMP00003,耐克,运动户外,速干T恤,耐克_0019,耐克透气速干T恤,常规场次,2024-08-13,2024-08-18,5,1007.0,765.2,0.24,118,37,0.2815,0.0536,1,765.17,0.0085,0.0886,False,False
CAMP00003,耐克,运动户外,速干T恤,耐克_0024,耐克透气速干T恤,常规场次,2024-08-13,2024-08-18,5,874.0,634.5,0.274,191,13,0.3164,0.0465,0,0.0,0.0,0.0789,False,False
CAMP00003,耐克,运动户外,运动裤,耐克_0008,耐克新季运动裤,常规场次,2024-08-13,2024-08-18,5,464.0,367.4,0.293,468,474,0.3225,0.0158,7,2572.03,0.015,0.138,True,False
CAMP00003,耐克,运动户外,冲锋衣,耐克_0070,耐克百搭冲锋衣,常规场次,2024-08-13,2024-08-18,5,351.0,252.4,0.281,73,630,0.3658,0.0666,41,10347.2,0.5616,0.0621,False,False
CAMP00003,耐克,运动户外,运动背包,耐克_0030,耐克暖阳运动背包,常规场次,2024-08-13,2024-08-18,5,901.0,802.9,0.109,132,19,0.2913,0.0361,0,0.0,0.0,0.0827,False,False
CAMP00003,耐克,运动户外,训练鞋,耐克_0090,耐克经典训练鞋,常规场次,2024-08-13,2024-08-18,5,275.0,203.9,0.258,558,10,0.3157,0.0539,0,0.0,0.0,0.0724,False,False
CAMP00003,耐克,运动户外,冲锋衣,耐克_0082,耐克新季冲锋衣,常规场次,2024-08-13,2024-08-18,5,822.0,624.3,0.241,252,525,0.2205,0.0381,20,12485.53,0.0794,0.1,False,False
CAMP00003,耐克,运动户外,速干T恤,耐克_0061,耐克透气速干T恤,常规场次,2024-08-13,2024-08-18,5,931.0,851.3,0.184,419,114,0.395,0.029,3,2553.94,0.0072,0.0777,True,False
CAMP00003,耐克,运动户外,速干T恤,耐克_0001,耐克轻氧速干T恤,常规场次,2024-08-13,2024-08-18,5,250.0,200.4,0.284,603,303,0.3813,0.0297,8,1602.85,0.0133,0.0854,True,False
CAMP00003,耐克,运动户外,泳装,耐克_0057,耐克暖阳泳装,常规场次,2024-08-13,2024-08-18,5,902.0,675.1,0.252,508,23,0.3962,0.0608,1,675.14,0.002,0.0678,False,False
CAMP00003,耐克,运动户外,训练鞋,耐克_0060,耐克耐磨训练鞋,常规场次,2024-08-13,2024-08-18,5,1178.0,1031.6,0.124,69,750,0.286,0.0436,32,33010.82,0.4638,0.069,False,False
CAMP00003,耐克,运动户外,羽绒服,耐克_0067,耐克极简羽绒服,常规场次,2024-08-13,2024-08-18,5,831.0,652.9,0.214,117,406,0.3587,0.0661,26,16974.11,0.2222,0.0694,False,False
CAMP00003,耐克,运动户外,瑜伽服,耐克_0038,耐克新季瑜伽服,常规场次,2024-08-13,2024-08-18,5,1236.0,1052.2,0.149,306,242,0.3492,0.0533,12,12626.64,0.0392,0.0814,False,False
CAMP00003,耐克,运动户外,泳装,耐克_0063,耐克限定泳装,常规场次,2024-08-13,2024-08-18,5,1009.0,717.2,0.289,221,86,0.3297,0.0627,5,3585.81,0.0226,0.0307,False,False
CAMP00003,耐克,运动户外,运动背包,耐克_0026,耐克耐磨运动背包,常规场次,2024-08-13,2024-08-18,5,620.0,478.0,0.229,404,1152,0.3378,0.0715,82,39192.88,0.203,0.0733,False,False
CAMP00003,耐克,运动户外,登山鞋,耐克_0015,耐克防滑登山鞋,常规场次,2024-08-13,2024-08-18,5,235.0,174.0,0.26,219,134,0.2838,0.0381,5,869.81,0.0228,0.0717,False,False
CAMP00003,耐克,运动户外,冲锋衣,耐克_0007,耐克暖阳冲锋衣,常规场次,2024-08-13,2024-08-18,5,306.0,224.6,0.266,420,66,0.3476,0.0525,3,673.79,0.0071,0.0612,False,False
CAMP00003,耐克,运动户外,冲锋衣,耐克_0065,耐克极简冲锋衣,常规场次,2024-08-13,2024-08-18,5,745.0,613.8,0.176,476,1009,0.3808,0.0641,64,39282.92,0.1345,0.073,False,False
CAMP00004,耐克,运动户外,瑜伽服,耐克_0089,耐克耐磨瑜伽服,常规场次,2024-08-29,2024-09-04,6,823.0,675.9,0.179,214,1638,0.3107,0.0462,75,50692.02,0.3505,0.0698,False,False
